features/carat,features/clarity,features/color,features/cut,features/depth,features/table,features/x,features/y,features/z,label,id,clean_label,is_noisy,noisy_label
0.31,1,0,1,63.6,54.0,4.31,4.34,2.75,0,43406,0,0,0
1.05,3,3,3,61.8,58.0,6.59,6.52,4.05,0,43407,1,1,0
0.31,6,3,4,62.8,53.0,4.36,4.34,2.73,0,43408,0,0,0
2.15,2,5,4,62.5,57.0,8.2,8.16,5.11,1,43409,1,0,1
0.53,2,3,2,60.2,57.0,5.22,5.28,3.16,0,43410,0,0,0
2.06,3,5,1,60.2,64.0,8.34,8.14,4.97,0,43411,1,1,0
1.5,2,4,2,62.4,58.0,7.29,7.26,4.54,1,43412,1,0,1
1.03,1,5,4,62.2,57.0,6.46,6.5,4.03,1,43413,1,0,1
0.4,3,1,4,61.1,56.0,4.75,4.77,2.91,0,43414,0,0,0
0.54,4,2,3,61.8,59.0,5.16,5.23,3.21,0,43415,0,0,0
0.4,3,1,2,62.9,55.0,4.73,4.74,2.98,1,43416,0,1,1
0.84,2,2,2,63.8,57.0,5.95,6.0,3.81,1,43417,1,0,1
0.4,3,3,3,61.9,58.0,4.76,4.74,2.94,0,43418,0,0,0
0.9,2,3,1,65.0,57.0,5.96,6.01,3.89,1,43419,1,0,1
1.5,2,6,1,64.5,56.0,7.09,7.18,4.6,0,43420,1,1,0
0.3,2,3,4,62.3,54.0,4.29,4.32,2.68,0,43421,0,0,0
0.42,1,0,4,62.4,57.0,4.78,4.81,2.99,0,43422,0,0,0
0.55,3,1,4,59.8,57.0,5.34,5.3,3.18,0,43423,0,0,0
0.3,7,2,3,61.6,58.0,4.3,4.34,2.66,0,43424,0,0,0
0.72,2,3,3,60.6,59.0,5.8,5.76,3.5,0,43425,0,0,0
0.31,7,2,4,62.1,55.0,4.34,4.35,2.7,1,43426,0,1,1
1.7,3,4,4,62.2,57.0,7.63,7.67,4.76,1,43427,1,0,1
0.32,5,1,4,62.2,53.0,4.39,4.42,2.74,0,43428,0,0,0
0.32,4,4,3,62.4,58.0,4.35,4.4,2.73,1,43429,0,1,1
1.23,4,3,4,61.8,58.0,6.85,6.9,4.25,0,43430,1,1,0
2.02,1,1,3,59.8,58.0,8.2,8.16,4.89,1,43431,1,0,1
1.12,3,3,4,62.1,55.0,6.64,6.67,4.13,1,43432,1,0,1
0.31,6,2,4,62.1,56.0,4.38,4.35,2.71,1,43433,0,1,1
0.72,4,1,2,63.1,56.0,5.7,5.65,3.58,1,43434,1,0,1
0.58,4,1,0,57.9,56.0,5.52,5.49,3.19,0,43435,0,0,0
0.32,3,1,4,62.1,55.0,4.39,4.43,2.74,1,43436,0,1,1
1.51,3,5,2,61.6,57.0,7.28,7.34,4.5,0,43437,1,1,0
0.43,3,6,2,60.9,59.0,4.86,4.9,2.97,0,43438,0,0,0
0.74,1,3,4,61.7,56.0,5.8,5.87,3.6,1,43439,1,0,1
0.29,4,0,4,62.9,55.0,4.25,4.21,2.66,0,43440,0,0,0
0.5,3,1,4,62.6,54.0,5.08,5.11,3.19,1,43441,0,1,1
1.01,3,3,2,59.1,58.0,6.56,6.63,3.9,1,43442,1,0,1
1.0,3,4,3,59.8,56.0,6.5,6.48,3.88,1,43443,1,0,1
0.3,4,0,2,62.1,58.0,4.25,4.29,2.65,1,43444,0,1,1
0.39,1,3,4,61.2,56.0,4.71,4.73,2.89,0,43445,0,0,0
0.58,1,3,2,63.3,58.0,5.26,5.29,3.34,0,43446,0,0,0
2.0,1,1,0,59.9,61.0,8.16,8.04,4.86,0,43447,1,1,0
0.32,3,3,4,61.4,55.0,4.46,4.4,2.72,1,43448,0,1,1
0.39,7,3,4,61.4,54.0,4.71,4.73,2.9,0,43449,0,0,0
0.52,3,1,4,61.2,56.0,5.23,5.16,3.18,0,43450,0,0,0
1.02,1,3,3,62.5,58.0,6.4,6.43,4.01,1,43451,1,0,1
0.9,3,4,2,62.6,57.0,6.11,6.09,3.82,1,43452,1,0,1
0.72,2,1,4,62.7,55.0,5.64,5.69,3.55,1,43453,1,0,1
1.52,2,4,2,62.5,58.0,7.28,7.34,4.57,1,43454,1,0,1
0.35,5,4,4,59.2,56.0,4.6,4.65,2.74,1,43455,0,1,1
0.71,2,5,2,62.9,59.0,5.66,5.7,3.57,0,43456,0,0,0
0.57,1,1,3,61.0,60.0,5.36,5.32,3.26,0,43457,0,0,0
1.51,4,4,3,62.4,60.0,7.27,7.34,4.56,1,43458,1,0,1
0.5,5,1,4,62.2,57.0,5.08,5.05,3.15,1,43459,0,1,1
0.6,5,2,4,61.5,57.0,5.42,5.45,3.34,1,43460,1,0,1
1.0,2,4,3,62.2,51.0,6.47,6.4,4.0,0,43461,1,1,0
1.14,6,2,3,59.4,59.0,6.87,6.8,4.06,0,43462,1,1,0
0.5,5,4,4,61.6,57.0,5.08,5.14,3.15,0,43463,0,0,0
1.2,3,6,3,60.8,60.0,6.85,6.89,4.18,1,43464,1,0,1
1.01,1,6,4,59.0,59.0,6.57,6.61,3.89,1,43465,1,0,1
0.9,2,0,2,61.8,59.0,6.13,6.16,3.8,1,43466,1,0,1
0.91,2,1,1,63.5,57.0,6.11,6.14,3.89,1,43467,1,0,1
0.8,2,1,3,62.9,60.0,5.89,5.87,3.7,1,43468,1,0,1
0.37,3,0,4,61.1,54.0,4.63,4.66,2.84,0,43469,0,0,0
0.83,1,1,3,59.2,60.0,6.17,6.12,3.64,1,43470,1,0,1
0.41,1,0,3,61.9,58.0,4.73,4.71,2.92,0,43471,0,0,0
1.01,1,4,2,60.6,61.0,6.38,6.45,3.89,1,43472,1,0,1
0.46,1,0,2,62.0,60.0,4.89,4.92,3.04,1,43473,0,1,1
0.31,3,1,4,61.9,55.0,4.36,4.39,2.71,0,43474,0,0,0
0.52,2,4,4,61.9,56.0,5.16,5.22,3.2,1,43475,0,1,1
1.0,1,1,4,61.8,57.0,6.43,6.39,3.96,1,43476,1,0,1
0.43,4,3,4,62.3,56.0,4.85,4.82,3.01,0,43477,0,0,0
0.42,2,1,3,60.0,58.0,4.89,4.85,2.92,0,43478,0,0,0
0.53,3,1,4,61.3,55.0,5.24,5.2,3.2,0,43479,0,0,0
0.32,6,0,4,61.9,56.0,4.39,4.36,2.71,0,43480,0,0,0
0.78,3,3,4,61.1,56.0,5.89,5.96,3.62,1,43481,1,0,1
0.41,2,2,2,63.1,56.0,4.73,4.69,2.97,0,43482,0,0,0
1.04,2,4,2,59.7,60.0,6.55,6.58,3.92,1,43483,1,0,1
0.36,3,1,4,61.1,56.0,4.63,4.6,2.82,0,43484,0,0,0
2.51,1,6,3,59.3,58.0,8.87,8.83,5.25,0,43485,1,1,0
1.01,4,5,2,59.7,58.0,6.53,6.57,3.91,1,43486,1,0,1
0.7,6,0,1,61.0,61.0,5.69,5.72,3.48,0,43487,1,1,0
0.3,3,5,2,60.5,55.0,4.34,4.37,2.63,0,43488,0,0,0
1.03,1,0,4,61.2,57.0,6.51,6.59,4.01,1,43489,1,0,1
0.53,6,3,4,61.4,57.0,5.18,5.21,3.19,1,43490,0,1,1
0.31,3,2,4,62.3,55.0,4.38,4.35,2.72,1,43491,0,1,1
1.15,5,3,4,61.8,56.0,6.72,6.75,4.16,1,43492,1,0,1
1.01,4,3,3,62.7,58.0,6.36,6.31,3.97,0,43493,1,1,0
0.31,5,1,3,61.3,60.0,4.35,4.33,2.66,0,43494,0,0,0
0.33,4,3,4,62.1,56.0,4.42,4.4,2.74,0,43495,0,0,0
0.55,2,5,4,61.2,55.0,5.28,5.33,3.25,0,43496,0,0,0
0.3,3,4,3,62.5,58.0,4.28,4.26,2.67,0,43497,0,0,0
0.31,7,3,4,61.2,56.0,4.36,4.4,2.68,0,43498,0,0,0
1.21,1,6,0,64.6,59.0,6.74,6.64,4.32,1,43499,1,0,1
1.02,1,1,4,62.1,55.0,6.51,6.4,4.01,1,43500,1,0,1
1.2,1,0,2,63.1,57.0,6.68,6.75,4.24,1,43501,1,0,1
0.33,3,2,4,61.4,57.0,4.48,4.45,2.74,1,43502,0,1,1
0.9,1,2,2,60.3,63.0,6.28,6.21,3.77,1,43503,1,0,1
0.55,2,2,1,57.0,62.0,5.42,5.44,3.1,0,43504,0,0,0
1.05,3,3,0,65.5,57.0,6.38,6.34,4.17,1,43505,1,0,1
0.95,2,2,3,62.9,59.0,6.24,6.13,3.89,1,43506,1,0,1
0.31,5,3,4,61.8,54.0,4.36,4.38,2.7,0,43507,0,0,0
2.06,1,4,1,63.7,57.0,8.12,8.03,5.14,1,43508,1,0,1
0.41,1,2,4,61.6,54.0,4.78,4.8,2.95,0,43509,0,0,0
1.05,4,4,1,63.3,57.0,6.4,6.45,4.07,0,43510,1,1,0
0.7,7,1,2,60.3,59.0,5.72,5.76,3.46,1,43511,1,0,1
0.5,3,1,4,60.8,57.0,5.16,5.13,3.13,0,43512,0,0,0
0.81,1,1,4,61.0,56.0,5.99,6.05,3.67,0,43513,1,1,0
2.04,2,4,3,63.0,58.0,8.1,8.03,5.08,1,43514,1,0,1
1.18,1,5,3,61.7,58.0,6.79,6.75,4.18,0,43515,1,1,0
1.01,2,1,2,63.1,60.0,6.37,6.34,4.01,1,43516,1,0,1
1.0,5,3,4,59.8,54.0,6.58,6.54,3.92,1,43517,1,0,1
1.05,3,1,3,62.6,59.0,6.5,6.43,4.05,0,43518,1,1,0
0.5,2,0,3,62.2,59.0,5.13,5.1,3.18,0,43519,0,0,0
0.91,2,2,2,62.3,60.0,6.08,6.15,3.81,1,43520,1,0,1
0.34,2,4,4,61.3,57.0,4.54,4.55,2.78,0,43521,0,0,0
1.22,2,5,4,62.3,58.0,6.8,6.82,4.24,1,43522,1,0,1
0.41,1,1,1,63.3,56.0,4.69,4.73,2.98,1,43523,0,1,1
0.72,4,2,4,61.5,56.0,5.74,5.77,3.53,1,43524,1,0,1
0.7,3,3,4,61.6,56.0,5.7,5.73,3.52,1,43525,1,0,1
1.07,2,0,2,60.2,55.0,6.64,6.68,4.01,0,43526,1,1,0
1.01,1,3,1,63.7,58.0,6.35,6.31,4.03,1,43527,1,0,1
1.23,5,1,4,59.9,57.0,6.95,7.03,4.19,0,43528,1,1,0
0.46,2,5,4,61.9,55.0,4.97,4.98,3.08,0,43529,0,0,0
0.41,4,3,4,60.8,56.0,4.82,4.79,2.92,0,43530,0,0,0
0.25,6,3,2,61.7,56.0,4.07,4.09,2.51,0,43531,0,0,0
1.01,1,1,3,60.4,60.0,6.49,6.46,3.91,1,43532,1,0,1
0.34,1,0,4,61.4,56.0,4.5,4.55,2.78,0,43533,0,0,0
0.9,3,6,2,63.3,56.0,6.13,6.1,3.87,1,43534,1,0,1
1.24,1,4,3,59.9,60.0,7.02,7.0,4.2,0,43535,1,1,0
0.38,4,0,2,59.5,61.0,4.66,4.69,2.78,0,43536,0,0,0
0.56,4,2,4,61.7,56.0,5.3,5.33,3.28,0,43537,0,0,0
0.37,2,2,3,62.5,58.0,4.57,4.52,2.84,0,43538,0,0,0
0.78,2,1,4,62.7,55.0,5.87,5.9,3.69,1,43539,1,0,1
1.21,3,2,3,60.1,55.0,7.01,6.91,4.18,1,43540,1,0,1
0.44,5,1,4,61.8,56.0,4.93,4.88,3.03,0,43541,0,0,0
1.02,2,4,4,59.8,58.0,6.56,6.58,3.93,1,43542,1,0,1
0.51,6,1,4,61.9,54.0,5.17,5.11,3.18,1,43543,1,0,1
0.55,5,2,2,62.4,59.0,5.2,5.22,3.25,0,43544,0,0,0
0.38,1,5,4,61.6,56.0,4.65,4.67,2.87,0,43545,0,0,0
0.51,5,3,3,61.7,58.0,5.11,5.14,3.16,0,43546,0,0,0
1.02,3,3,3,62.7,58.0,6.45,6.4,4.03,1,43547,1,0,1
0.43,4,3,3,61.0,58.0,4.92,4.89,2.99,0,43548,0,0,0
2.22,3,5,4,61.3,56.0,8.36,8.45,5.15,1,43549,1,0,1
1.5,3,4,4,62.2,57.0,7.27,7.33,4.54,1,43550,1,0,1
1.03,2,4,2,63.3,57.0,6.41,6.39,4.05,1,43551,1,0,1
0.41,6,1,3,60.7,58.0,4.8,4.86,2.93,0,43552,0,0,0
0.31,4,1,4,61.6,55.0,4.39,4.41,2.71,0,43553,0,0,0
0.31,2,0,4,61.7,56.0,4.35,4.37,2.69,0,43554,0,0,0
0.3,6,3,4,62.1,56.0,4.35,4.28,2.68,0,43555,0,0,0
1.41,4,6,2,59.4,59.0,7.34,7.38,4.37,1,43556,1,0,1
0.53,3,0,3,60.2,58.0,5.26,5.23,3.16,1,43557,0,1,1
0.51,3,1,3,62.5,60.0,5.08,5.1,3.18,0,43558,0,0,0
1.68,3,4,4,61.3,56.0,7.77,7.67,4.73,1,43559,1,0,1
0.5,3,2,1,58.8,64.0,5.21,5.16,3.05,0,43560,0,0,0
1.05,2,3,2,59.1,57.0,6.63,6.73,3.95,1,43561,1,0,1
1.01,3,3,2,60.0,57.0,6.53,6.6,3.94,1,43562,1,0,1
0.9,2,2,2,63.2,61.0,6.13,6.09,3.86,1,43563,1,0,1
0.55,5,4,4,61.7,57.0,5.28,5.26,3.25,0,43564,0,0,0
0.7,2,4,3,62.7,59.0,5.68,5.63,3.55,0,43565,0,0,0
0.51,2,5,4,62.5,57.0,5.07,5.1,3.18,0,43566,0,0,0
0.7,3,3,0,64.9,57.0,5.55,5.54,3.6,1,43567,1,0,1
1.23,4,3,3,62.2,58.0,6.78,6.74,4.27,1,43568,1,0,1
1.14,2,5,4,60.8,58.0,6.71,6.74,4.09,1,43569,1,0,1
0.51,6,3,4,61.4,56.0,5.14,5.15,3.16,0,43570,0,0,0
0.32,3,5,4,62.0,53.0,4.42,4.45,2.75,0,43571,0,0,0
1.03,4,2,4,60.7,56.0,6.54,6.6,3.99,1,43572,1,0,1
0.3,5,4,4,61.1,55.0,4.36,4.32,2.65,0,43573,0,0,0
0.5,3,1,1,64.1,58.0,5.03,5.01,3.22,0,43574,0,0,0
0.3,1,0,4,60.2,56.0,4.4,4.37,2.64,0,43575,0,0,0
0.54,2,3,4,61.2,58.0,5.27,5.29,3.23,0,43576,0,0,0
1.26,3,6,3,62.0,60.0,7.0,6.86,4.3,1,43577,1,0,1
1.1,1,0,2,61.1,58.0,6.61,6.69,4.06,1,43578,1,0,1
0.52,3,2,4,60.3,57.0,5.2,5.24,3.15,0,43579,0,0,0
0.47,2,4,4,61.1,55.0,5.04,5.07,3.09,0,43580,0,0,0
0.52,2,1,1,63.7,54.0,5.12,5.15,3.27,0,43581,0,0,0
2.06,1,3,2,62.3,59.0,8.07,8.2,5.07,1,43582,1,0,1
0.9,3,3,3,59.0,58.0,6.29,6.25,3.7,1,43583,1,0,1
1.15,5,1,4,61.5,57.0,6.72,6.75,4.14,1,43584,1,0,1
0.4,6,3,3,60.3,58.0,4.83,4.79,2.9,0,43585,0,0,0
0.5,4,2,2,58.8,60.0,5.18,5.2,3.05,0,43586,0,0,0
0.36,3,4,3,61.0,60.0,4.6,4.55,2.79,0,43587,0,0,0
1.2,4,4,4,62.0,57.0,6.69,6.76,4.17,1,43588,1,0,1
1.04,2,5,4,61.9,54.0,6.51,6.57,4.05,1,43589,1,0,1
1.06,1,2,3,62.4,58.0,6.5,6.54,4.07,1,43590,1,0,1
0.41,4,1,4,60.8,56.0,4.84,4.8,2.93,1,43591,0,1,1
0.74,1,0,4,61.1,57.0,5.81,5.84,3.56,1,43592,1,0,1
0.31,3,1,3,60.8,55.0,4.42,4.39,2.68,0,43593,0,0,0
1.11,1,3,4,61.7,57.0,6.65,6.69,4.12,0,43594,1,1,0
0.32,2,1,2,63.3,56.0,4.35,4.34,2.75,0,43595,0,0,0
0.32,4,3,4,61.8,55.0,4.42,4.45,2.74,0,43596,0,0,0
1.0,1,4,2,61.6,58.0,6.43,6.47,3.97,1,43597,1,0,1
2.18,1,3,2,63.3,59.0,8.25,8.2,5.2,1,43598,1,0,1
0.9,4,5,4,61.8,56.0,6.2,6.23,3.84,1,43599,1,0,1
0.7,2,4,2,63.0,55.0,5.59,5.64,3.54,0,43600,0,0,0
1.3,2,4,2,62.3,58.0,6.97,7.03,4.36,1,43601,1,0,1
1.32,1,3,2,61.6,57.0,6.98,7.05,4.32,1,43602,1,0,1
0.7,3,0,1,57.7,60.0,5.83,5.86,3.37,1,43603,1,0,1
1.03,1,2,4,61.8,56.0,6.49,6.46,4.0,1,43604,1,0,1
0.26,3,1,2,60.4,58.0,4.15,4.19,2.52,0,43605,0,0,0
0.3,3,3,4,61.3,56.0,4.33,4.28,2.64,0,43606,0,0,0
0.3,5,3,3,61.8,59.0,4.26,4.22,2.62,0,43607,0,0,0
1.06,5,0,4,61.1,56.0,6.58,6.59,4.02,1,43608,1,0,1
0.23,5,1,2,61.1,58.0,3.93,3.99,2.42,0,43609,0,0,0
0.96,1,3,4,62.0,58.0,6.3,6.34,3.92,1,43610,1,0,1
1.52,4,1,1,63.9,56.0,7.25,7.21,4.62,1,43611,1,0,1
0.51,2,2,3,60.7,58.0,5.14,5.1,3.11,0,43612,0,0,0
1.16,2,2,2,63.4,55.0,6.73,6.65,4.24,1,43613,1,0,1
0.31,5,3,4,61.3,56.0,4.37,4.41,2.69,0,43614,0,0,0
0.42,4,2,4,60.9,57.0,4.84,4.88,2.96,0,43615,0,0,0
0.81,2,5,3,61.8,58.0,5.97,5.91,3.68,1,43616,0,1,1
0.38,4,1,3,60.2,58.0,4.71,4.66,2.82,0,43617,0,0,0
0.25,6,1,1,61.4,62.0,4.03,4.05,2.48,0,43618,0,0,0
0.9,4,2,1,62.8,60.0,6.11,6.15,3.85,1,43619,1,0,1
0.3,6,3,2,62.8,58.0,4.27,4.3,2.69,0,43620,0,0,0
0.51,2,6,1,63.9,55.0,5.01,4.97,3.19,0,43621,0,0,0
0.32,1,1,4,61.3,56.0,4.42,4.45,2.72,0,43622,0,0,0
0.4,6,1,4,61.5,56.0,4.73,4.7,2.9,1,43623,0,1,1
1.07,2,2,3,59.6,58.0,6.68,6.72,3.99,1,43624,1,0,1
0.24,6,2,2,60.6,60.0,4.03,4.06,2.45,0,43625,0,0,0
2.39,2,4,3,60.6,58.0,8.65,8.58,5.22,1,43626,1,0,1
1.08,3,1,4,62.0,54.0,6.62,6.57,4.09,1,43627,1,0,1
0.41,5,0,4,62.3,57.0,4.74,4.76,2.96,0,43628,0,0,0
0.9,1,5,4,61.9,57.0,6.19,6.13,3.81,1,43629,1,0,1
0.32,3,0,4,62.7,54.0,4.36,4.38,2.74,1,43630,0,1,1
0.71,3,0,0,64.4,56.0,5.63,5.58,3.61,1,43631,1,0,1
0.72,3,1,4,60.8,56.0,5.78,5.82,3.53,1,43632,1,0,1
0.54,4,5,3,61.5,58.0,5.28,5.26,3.24,0,43633,0,0,0
1.29,4,6,4,62.0,57.0,6.92,6.98,4.31,1,43634,1,0,1
0.71,3,3,2,61.9,62.0,5.69,5.72,3.53,1,43635,1,0,1
0.35,4,3,2,60.7,61.0,4.54,4.58,2.77,0,43636,0,0,0
0.33,5,3,4,60.1,57.0,4.48,4.51,2.7,1,43637,0,1,1
1.51,2,1,3,62.4,59.0,7.33,7.29,4.56,1,43638,1,0,1
0.5,1,3,3,58.6,61.0,5.21,5.16,3.04,1,43639,0,1,1
1.01,2,4,4,61.2,56.0,6.44,6.47,3.95,0,43640,1,1,0
0.34,5,3,4,61.9,57.0,4.44,4.48,2.76,1,43641,0,1,1
0.37,2,4,2,63.2,57.0,4.58,4.54,2.88,1,43642,0,1,1
2.05,1,4,3,62.5,58.0,8.12,8.08,5.06,1,43643,1,0,1
1.03,2,0,2,60.5,61.0,6.43,6.47,3.9,1,43644,1,0,1
1.2,2,4,3,61.8,58.0,6.8,6.72,4.18,1,43645,1,0,1
0.71,7,4,4,61.2,56.0,5.74,5.79,3.53,0,43646,1,1,0
0.52,7,3,4,61.7,56.0,5.15,5.19,3.19,0,43647,0,0,0
0.24,6,3,4,62.0,55.0,4.01,4.03,2.49,0,43648,0,0,0
1.2,2,4,3,60.8,60.0,6.87,6.79,4.15,0,43649,1,1,0
0.53,5,1,2,60.7,59.0,5.19,5.28,3.18,0,43650,0,0,0
0.35,2,2,4,62.4,55.0,4.52,4.55,2.83,0,43651,0,0,0
1.7,3,5,3,61.2,59.0,7.55,7.62,4.64,1,43652,1,0,1
0.7,2,2,3,58.6,59.0,5.83,5.78,3.4,1,43653,1,0,1
1.06,3,6,4,61.4,56.0,6.55,6.6,4.04,1,43654,1,0,1
0.61,5,1,4,62.4,53.6,5.42,5.45,3.39,1,43655,1,0,1
0.5,2,0,4,61.4,58.0,5.07,5.1,3.12,1,43656,0,1,1
0.35,3,0,4,62.0,55.0,4.53,4.47,2.79,0,43657,0,0,0
0.4,4,6,4,62.2,54.3,4.73,4.75,2.95,0,43658,0,0,0
0.3,3,5,2,62.7,56.0,4.27,4.28,2.68,0,43659,0,0,0
0.31,3,5,3,62.3,57.0,4.35,4.32,2.7,0,43660,0,0,0
0.74,1,2,1,59.3,61.0,5.87,5.97,3.51,0,43661,0,0,0
0.3,1,2,1,63.5,57.0,4.22,4.25,2.69,1,43662,0,1,1
0.34,3,4,4,60.5,56.0,4.54,4.58,2.76,0,43663,0,0,0
1.31,1,4,1,64.1,57.0,6.9,6.84,4.41,1,43664,1,0,1
0.72,1,0,3,59.1,58.0,5.88,5.83,3.46,0,43665,0,0,0
0.3,4,6,2,61.9,56.0,4.28,4.32,2.66,0,43666,0,0,0
0.31,3,0,2,63.6,55.0,4.29,4.32,2.74,1,43667,0,1,1
1.07,1,2,4,60.7,56.9,6.62,6.65,4.02,1,43668,1,0,1
0.7,2,0,3,59.8,57.0,5.79,5.74,3.45,1,43669,1,0,1
0.31,3,1,4,60.5,56.0,4.38,4.41,2.66,1,43670,0,1,1
0.9,1,3,2,60.3,63.0,6.33,6.25,3.79,1,43671,1,0,1
0.33,5,3,4,61.6,54.0,4.44,4.49,2.75,1,43672,0,1,1
0.32,3,1,4,62.3,54.0,4.4,4.37,2.73,0,43673,0,0,0
0.51,2,3,4,61.6,56.0,5.19,5.14,3.18,0,43674,0,0,0
0.9,1,2,0,65.7,59.0,6.03,5.99,3.95,1,43675,1,0,1
0.31,4,4,4,62.1,54.0,4.37,4.3,2.69,1,43676,0,1,1
1.22,3,4,1,63.8,55.0,6.77,6.71,4.3,1,43677,1,0,1
1.04,2,2,0,66.9,62.0,6.22,6.15,4.14,1,43678,1,0,1
1.52,3,3,2,63.4,58.0,7.31,7.24,4.61,1,43679,1,0,1
0.76,1,2,3,60.5,60.0,5.92,5.89,3.57,1,43680,1,0,1
0.91,2,0,2,62.8,58.0,6.16,6.19,3.88,1,43681,1,0,1
0.32,3,3,2,60.2,57.0,4.42,4.45,2.67,0,43682,0,0,0
0.51,2,5,3,62.7,59.0,5.06,5.09,3.18,0,43683,0,0,0
0.38,2,3,2,59.5,62.0,4.67,4.71,2.79,1,43684,0,1,1
1.14,0,2,4,61.7,57.0,6.7,6.67,4.13,1,43685,1,0,1
0.32,6,4,2,61.7,56.0,4.4,4.43,2.72,1,43686,0,1,1
0.52,3,1,2,62.2,56.0,5.16,5.17,3.21,0,43687,0,0,0
0.33,5,3,4,61.3,56.0,4.46,4.48,2.74,0,43688,0,0,0
0.31,6,4,2,58.5,59.0,4.45,4.5,2.62,0,43689,0,0,0
0.9,6,3,1,64.0,55.0,6.05,6.02,3.86,1,43690,1,0,1
0.38,4,4,4,62.2,53.7,4.63,4.68,2.9,0,43691,0,0,0
0.4,2,3,4,60.2,56.0,4.77,4.83,2.89,0,43692,0,0,0
0.59,3,1,4,62.1,55.0,5.4,5.42,3.36,1,43693,0,1,1
1.0,2,0,1,64.8,58.0,6.23,6.27,4.05,1,43694,1,0,1
1.05,4,6,3,62.7,61.0,6.58,6.49,4.09,1,43695,1,0,1
1.03,2,0,4,61.0,57.0,6.48,6.53,3.97,1,43696,1,0,1
1.1,2,1,0,65.5,57.0,6.45,6.37,4.2,1,43697,1,0,1
1.31,3,5,3,61.9,59.0,7.02,6.98,4.33,1,43698,1,0,1
0.4,2,1,2,63.5,55.0,4.71,4.67,2.98,0,43699,0,0,0
0.71,1,0,4,61.6,55.0,5.74,5.76,3.54,1,43700,1,0,1
1.72,2,4,3,61.4,59.0,7.71,7.64,4.71,0,43701,1,1,0
1.01,2,1,3,62.0,58.0,6.41,6.37,3.96,1,43702,1,0,1
0.3,5,3,3,60.4,60.0,4.34,4.3,2.61,0,43703,0,0,0
0.38,5,4,4,62.2,54.6,4.62,4.66,2.89,0,43704,0,0,0
1.02,2,0,3,62.3,59.0,6.42,6.38,3.99,1,43705,1,0,1
0.5,2,3,2,60.0,63.0,5.06,5.1,3.05,0,43706,0,0,0
1.01,2,2,4,59.9,60.0,6.59,6.53,3.93,1,43707,1,0,1
0.3,7,3,4,61.8,55.0,4.32,4.36,2.68,0,43708,0,0,0
0.41,4,0,4,61.8,57.0,4.75,4.8,2.95,0,43709,0,0,0
0.71,3,1,4,61.1,56.0,5.77,5.79,3.53,1,43710,1,0,1
1.51,1,6,2,62.8,59.0,7.23,7.26,4.55,1,43711,1,0,1
1.63,1,3,4,62.6,53.0,7.55,7.49,4.71,0,43712,1,1,0
0.61,2,3,2,59.7,63.0,5.5,5.43,3.26,0,43713,0,0,0
0.64,7,3,4,61.7,58.0,5.52,5.56,3.42,1,43714,1,0,1
0.5,2,0,2,61.0,61.0,5.08,5.11,3.11,0,43715,0,0,0
0.3,4,4,4,62.5,56.0,4.24,4.27,2.66,0,43716,0,0,0
0.52,3,1,3,62.8,55.0,5.15,5.11,3.22,0,43717,0,0,0
0.52,3,3,2,60.2,56.0,5.23,5.27,3.16,0,43718,0,0,0
1.31,4,6,2,63.7,55.0,6.94,7.01,4.44,1,43719,1,0,1
0.9,4,4,2,62.5,58.0,6.08,6.14,3.82,1,43720,1,0,1
1.0,2,5,1,62.9,64.0,6.27,6.23,3.93,1,43721,1,0,1
0.7,4,5,2,63.2,55.0,5.63,5.58,3.54,0,43722,0,0,0
0.73,6,2,2,60.6,56.0,5.79,5.83,3.52,1,43723,1,0,1
0.4,1,0,3,59.9,60.0,4.78,4.74,2.85,0,43724,0,0,0
1.07,4,4,2,62.5,56.0,6.52,6.6,4.1,1,43725,1,0,1
1.0,2,4,2,63.4,56.0,6.37,6.34,4.03,1,43726,1,0,1
0.5,2,2,3,61.7,57.0,5.09,5.06,3.13,0,43727,0,0,0
1.62,2,2,3,62.6,58.0,7.48,7.53,4.7,1,43728,1,0,1
0.64,2,1,3,61.3,58.0,5.57,5.53,3.4,0,43729,0,0,0
0.51,6,4,4,61.8,55.0,5.15,5.18,3.19,0,43730,0,0,0
0.23,5,1,1,64.5,55.0,3.85,3.9,2.5,0,43731,0,0,0
0.5,4,4,3,60.3,58.0,5.22,5.17,3.13,1,43732,0,1,1
0.38,5,0,4,60.3,57.0,4.77,4.71,2.86,0,43733,0,0,0
0.74,5,2,4,61.5,54.0,5.84,5.86,3.6,0,43734,1,1,0
0.23,5,1,2,63.0,58.0,3.92,3.95,2.48,0,43735,0,0,0
0.32,4,3,1,60.8,62.0,4.4,4.45,2.69,0,43736,0,0,0
0.42,5,4,4,61.1,56.0,4.8,4.85,2.95,0,43737,0,0,0
1.12,3,1,2,62.8,57.0,6.61,6.64,4.16,1,43738,1,0,1
0.41,4,1,4,62.3,57.0,4.74,4.77,2.96,1,43739,0,1,1
0.51,2,1,0,64.8,58.0,5.07,5.02,3.27,0,43740,0,0,0
0.52,3,4,2,62.0,57.0,5.08,5.12,3.16,0,43741,0,0,0
0.31,3,2,3,60.8,60.0,4.34,4.37,2.65,0,43742,0,0,0
0.31,6,3,1,58.0,62.0,4.42,4.47,2.58,0,43743,0,0,0
0.24,5,2,4,61.7,55.0,3.99,4.02,2.47,0,43744,0,0,0
